year,precipitation_sum,precipitation_avg,precipitation_min,precipitation_max,temperature_sum,temperature_avg,temperature_min,temperature_max,lat,lon
1989,304.7,0.8370879,0,20.299997,2691.8574,7.3952127,-25.76792,29.092505,40.78,-108.97
1990,329.5,0.9052198,0,19.899998,2965.8218,8.147862,-17.397083,28.363333,40.78,-108.97
1991,384.6,1.0565934,0,18.300003,2588.7617,7.111983,-26.457502,26.873749,40.78,-108.97
1941,631.6,1.7351648,0,37.300003,776.3323,2.132781,-16.795916,18.099916,38.0167,-105.7
1942,478.4,1.3142858,0,30.600002,921.3404,2.5311549,-19.825083,20.991585,38.0167,-105.7
1943,500.3,1.3744506,0,26,1238.4404,3.402309,-19.71675,19.452002,38.0167,-105.7
1944,443.3,1.2145206,0,32.999996,901.7696,2.4706016,-17.373001,19.445747,38.0167,-105.7
1945,492.09998,1.3482192,0,16.800001,842.1363,2.3072226,-15.86258,18.137415,38.0167,-105.7
1946,555.1,1.525,0,16.800001,931.8801,2.5601103,-18.47508,18.135332,38.0167,-105.7
1947,662.5,1.8200549,0,15.600002,721.47797,1.9820824,-18.168833,18.685335,38.0167,-105.7
1948,399.69998,1.0950685,0,21.400002,1063.4218,2.9134843,-21.954248,18.83742,38.0167,-105.7
1949,481.90002,1.3239012,0,15.500002,1334.405,3.665948,-21.108416,18.845753,38.0167,-105.7
1950,319.9,0.8788461,0,16,2035.0874,5.5908995,-20.8785,21.617334,38.0167,-105.7
1951,432.50003,1.1881869,0,16.300001,1780.3259,4.8910055,-27.876421,23.436083,38.0167,-105.7
1952,490.9,1.3449315,0,30.300003,1566.7224,4.2923903,-20.41183,21.613167,38.0167,-105.7
1953,468.20004,1.2862638,0,25.2,1720.3384,4.7262044,-17.443085,22.936083,38.0167,-105.7
1954,359.7,0.98818684,0,20.600002,2387.8384,6.5599957,-18.97433,23.59233,38.0167,-105.7
1955,475.2,1.3054945,0,43.3,1638.9697,4.502664,-19.79725,22.158998,38.0167,-105.7
1956,386.9,1.06,0,21.000002,2031.4204,5.5655355,-21.124332,20.921501,38.0167,-105.7
1957,619.1,1.7008241,0,25.900003,1512.3865,4.1549077,-19.143084,23.748583,38.0167,-105.7
1958,361.5,0.9931319,0,10.6,2028.1011,5.5717063,-15.815999,22.78192,38.0167,-105.7
1959,595.7,1.6365385,0,32.500004,1675.1428,4.602041,-21.095167,19.990252,38.0167,-105.7
1960,454,1.2438356,0,17.1,1859.8245,5.0954094,-20.607668,22.042336,38.0167,-105.7
1961,623.6,1.7131867,0,20.5,1343.1448,3.689958,-16.69725,20.377748,38.0167,-105.7
1962,335.59998,0.92197794,0,13.499999,1891.7821,5.1972036,-25.020166,21.296501,38.0167,-105.7
1963,406.09998,1.1156592,0,18.7,2192.2573,6.022685,-28.67642,22.229834,38.0167,-105.7
1964,482,1.3205479,0,16.1,1253.6558,3.4346733,-20.309748,22.079832,38.0167,-105.7
1965,632.19995,1.7368131,0,21.1,1518.3552,4.1713057,-17.518082,20.644419,38.0167,-105.7
1966,423.5,1.1634616,0,19.1,1911.0864,5.2502375,-16.70975,21.754835,38.0167,-105.7
1967,514.2,1.4126374,0,15.9,1890.8967,5.1947713,-19.595167,20.163166,38.0167,-105.7
1968,515.2,1.4115069,0,21.5,1619.4309,4.436797,-17.982664,21.325666,38.0167,-105.7
1969,596.30005,1.6381869,0,22.8,1708.9698,4.694972,-16.784748,21.869417,38.0167,-105.7
1970,550.1,1.5112637,0,17.199997,1509.9093,4.1481023,-19.745165,21.984,38.0167,-105.7
1971,476.90002,1.3101649,0,22.000002,1597.2489,4.3880463,-26.618086,23.471502,38.0167,-105.7
1972,428.9,1.1750685,0,14.599999,1685.2914,4.6172366,-21.493082,22.381914,38.0167,-105.7
1973,472.2,1.2972528,0,18.6,1456.4658,4.00128,-16.905582,23.17775,38.0167,-105.7
1974,528.4,1.4516485,0,15.500001,1675.1301,4.602006,-21.330582,21.846498,38.0167,-105.7
1975,478.1,1.3134615,0,21.5,1262.2366,3.4676828,-21.268084,20.736082,38.0167,-105.7
1976,526.2,1.4416438,0,31.200003,1670.5225,4.5767736,-19.8285,21.0715,38.0167,-105.7
1977,458.19998,1.2587912,0,19.3,2062.7678,5.6669445,-17.040998,20.848583,38.0167,-105.7
1978,374.3,1.0282967,0,16.000002,2278.972,6.260912,-12.94725,22.281916,38.0167,-105.7
1979,566.3,1.5557692,0,22.199997,1576.0842,4.3299017,-22.855583,22.056917,38.0167,-105.7
1980,467,1.2794521,0,37.699997,1989.487,5.4506493,-16.31183,22.211082,38.0167,-105.7
1981,518.9,1.4255495,0,28.2,2467.4219,6.7786317,-10.624333,22.013168,38.0167,-105.7
1982,659.8,1.8126373,0,20,1780.2218,4.8907194,-19.39725,20.196497,38.0167,-105.7
1983,631.7001,1.7354398,0,15.400001,1858.9384,5.1069736,-16.97433,21.169418,38.0167,-105.7
1984,687.7,1.8841096,0,13.5,1327.4058,3.636728,-18.774332,19.42775,38.0167,-105.7
1985,536.4,1.4736265,0,25.6,1836.5093,5.0453553,-22.076416,20.494413,38.0167,-105.7
1986,610.7,1.6777472,0,30.600002,1863.3593,5.1191187,-20.174334,20.654833,38.0167,-105.7
1987,590.4,1.621978,0,18.4,1935.8655,5.3183117,-18.026419,21.45275,38.0167,-105.7
1988,626.2,1.7156165,0,21.1,1829.8705,5.013344,-17.449333,21.050667,38.0167,-105.7
1989,584.9,1.6068681,0,30.900002,1930.2198,5.3028016,-20.830584,22.786081,38.0167,-105.7
1990,615.1,1.6898351,0,24.599998,2085.9949,5.7307553,-14.811832,22.548582,38.0167,-105.7
1991,561.80005,1.5434067,0,18.000002,1990.989,5.46975,-21.880585,20.829832,38.0167,-105.7
1941,447.39996,1.2291207,0,18.3,1480.0825,4.0661607,-17.50258,24.897417,40.05,-108.3
1942,391.6,1.0758241,0,42.599995,1474.6597,4.051263,-23.535913,24.978668,40.05,-108.3
1943,358.09998,0.9837911,0,17.699999,2015.2346,5.536359,-21.602585,24.889084,40.05,-108.3
1944,355.1,0.9728767,0,16.599998,1616.7529,4.42946,-19.408833,24.41825,40.05,-108.3
1945,448.69995,1.2293149,0,15.799999,1381.4424,3.7847736,-20.463,23.207832,40.05,-108.3
1946,388.4,1.0670329,0,27.200003,1810.672,4.974374,-19.490086,26.032835,40.05,-108.3
1947,502.50003,1.3804946,0,14.000001,1348.7827,3.705447,-22.91925,24.609915,40.05,-108.3
1948,378.2,1.0361644,0,12.000002,2140.0154,5.8630557,-23.667168,23.737,40.05,-108.3
1949,488.9,1.3431319,0,23.300001,2334.1074,6.412383,-20.054667,24.718248,40.05,-108.3
1950,382.9,1.051923,0,18,2197.83,6.037995,-25.147919,24.039583,40.05,-108.3
1951,467.59998,1.2846153,0,17.400002,1811.8439,4.977593,-30.008333,25.73333,40.05,-108.3
1952,391.6,1.0728767,0,23.600002,1910.248,5.2335563,-23.081251,25.854166,40.05,-108.3
1953,429.3,1.1793956,0,14.599998,2040.1187,5.6047215,-19.9,25.756248,40.05,-108.3
1954,442.90002,1.2167583,0,31.600002,2316.523,6.364074,-19.702084,26.539583,40.05,-108.3
1955,369,1.0137362,0,21.1,1636.0645,4.494683,-22.183332,25.439585,40.05,-108.3
1956,343,0.93972605,0,18.5,2228.4438,6.1053257,-23.106253,24.429167,40.05,-108.3
1957,575.1,1.579945,0,20.900002,1724.0939,4.7365217,-19.418749,25.122917,40.05,-108.3
1958,320.09998,0.87939554,0,11.699999,2545.8813,6.9941797,-17.620832,27.214582,40.05,-108.3
1959,450.7,1.2381868,0,16.900002,2281.0813,6.266707,-18.404167,25.468748,40.05,-108.3
1960,432.10004,1.1838357,0,15.000001,2192.8625,6.0078425,-22.370834,27.097918,40.05,-108.3
1961,539.9,1.4832418,0,25.1,1899.1436,5.2174273,-21.143751,26.227083,40.05,-108.3
1962,380.19998,1.0445055,0,22.2,2194.4644,6.028748,-26.768747,26.07917,40.05,-108.3
1963,347.8,0.95549446,0,19.000002,2627.477,7.2183437,-32.710415,27.002085,40.05,-108.3
1964,415.09998,1.1372602,0,18.900003,1632.5541,4.4727507,-22.675001,25.979166,40.05,-108.3
1965,501.6,1.378022,0,16.300001,1800.1208,4.945387,-20.239584,23.387499,40.05,-108.3
1966,391.1,1.0744506,0,39.4,2251.7563,6.186144,-21.160418,25.758337,40.05,-108.3
1967,442.8,1.2164835,0,16.400003,2199.223,6.041821,-21.877083,24.12708,40.05,-108.3
1968,486.90002,1.3339727,0,20.4,1791.9875,4.909555,-18.693748,25.399996,40.05,-108.3
1969,507.2,1.3934066,0,26.500002,1944.9915,5.3433833,-20.175,25.954165,40.05,-108.3
1970,467.9,1.2854395,0,29.300001,1969.3357,5.410263,-23.637499,25.247917,40.05,-108.3
1971,373.40002,1.0258242,0,15.200001,1949.1521,5.3548136,-28.222916,27.847916,40.05,-108.3
1972,425.8,1.1665753,0,20.9,2261.9272,6.197061,-23.027084,25.962502,40.05,-108.3
1973,523.2,1.4373627,0,17.3,1655.6667,4.548535,-22.345833,26.312502,40.05,-108.3
1974,400.60004,1.1005496,0,22.400002,2068.102,5.681599,-26.32708,26.362497,40.05,-108.3
1975,433.8,1.1917582,0,17,1631.6292,4.4824977,-23.597916,25.697914,40.05,-108.3
1976,394.6,1.0810959,0,15.500001,2032.4752,5.568425,-24.487501,25.972916,40.05,-108.3
1977,383.5,1.0535715,0,28.4,2669.0105,7.3324466,-18.497917,25.956251,40.05,-108.3
1978,436.5,1.1991758,0,15.800001,2562.671,7.0403047,-19.947916,26.364584,40.05,-108.3
1979,473.19998,1.3,0,23.399998,1913.44,5.256703,-26.910418,26.702085,40.05,-108.3
1980,481.49997,1.319178,0,19,2199.7542,6.026724,-21.014584,26.372915,40.05,-108.3
1981,435.19998,1.1956043,0,26.899998,3061.8003,8.411539,-14.235416,25.552084,40.05,-108.3
1982,521.69995,1.4332416,0,21.200005,2125.0312,5.837998,-24.235418,26.233335,40.05,-108.3
1983,513.80005,1.4115386,0,23.000004,2117,5.815934,-19.9,24.979166,40.05,-108.3
1984,664.8,1.8213699,0,38.000004,1580.8792,4.331176,-20.760418,23.558332,40.05,-108.3
1985,607.3,1.6684066,0,30.800001,1971.6273,5.4165587,-24.34167,26.043753,40.05,-108.3
1986,653.7,1.7958791,0,27.800001,2245.6792,6.1694484,-21.110418,24.154167,40.05,-108.3
1987,449.1,1.2337912,0,18.299997,2221.4792,6.102965,-18.127083,24.25625,40.05,-108.3
1988,410.4,1.1243836,0,18.2,2215.444,6.06971,-21.345833,25.981249,40.05,-108.3
1989,322.40002,0.88571435,0,23.599998,2332.0479,6.406725,-27.4375,28.581247,40.05,-108.3
1990,398.9,1.0958791,0,16.4,2579.1128,7.0854745,-19.9125,27.022917,40.05,-108.3
1991,450.40002,1.2373627,0,25.2,2082.075,5.719986,-29.01042,24.985413,40.05,-108.3
1941,603,1.6565934,0,59.399998,67.41644,0.18521,-18.268167,15.948502,37.8167,-106.3833
1942,437.80002,1.2027473,0,26.4,261.1518,0.71744996,-21.834831,16.725584,37.8167,-106.3833
1943,518.2,1.4236264,0,32.9,540.7623,1.4856108,-20.468166,16.413084,37.8167,-106.3833
1944,463.3,1.269315,0,17.5,185.67749,0.50870544,-17.709831,15.900584,37.8167,-106.3833
1945,506.30002,1.3871233,0,20.499998,256.88165,0.70378536,-18.314001,15.288083,37.8167,-106.3833
1946,642,1.7637362,0,21.4,231.7851,0.6367722,-19.193169,16.288084,37.8167,-106.3833
1947,601.5,1.6524725,0,13.4,184.58112,0.507091,-19.599417,15.786,37.8167,-106.3833
1948,426.8,1.169315,0,18.8,581.9045,1.5942589,-22.4515,16.571417,37.8167,-106.3833
1949,517,1.4203297,0,25.500002,764.2768,2.0996616,-20.989,15.408916,37.8167,-106.3833
1950,387.7,1.06511,0,19.300001,1128.8376,3.1012022,-22.022581,17.452415,37.8167,-106.3833
1951,372,1.021978,0,16.000002,896.9506,2.46415,-27.293413,19.558668,37.8167,-106.3833
1952,607.9,1.6654795,0,25.3,641.53827,1.757639,-23.143412,17.531584,37.8167,-106.3833
1953,437.39996,1.2016482,0,20.6,807.7003,2.218957,-18.722584,18.577415,37.8167,-106.3833
1954,432.19998,1.1873626,0,13.400002,1377.7277,3.784966,-20.9705,20.571169,37.8167,-106.3833
1955,353.2,0.9703297,0,25.7,665.7964,1.829111,-22.305916,18.454504,37.8167,-106.3833
1956,389.8,1.0679451,0,18.4,1040.5676,2.8508701,-20.368416,18.371168,37.8167,-106.3833
1957,633,1.7390109,0,26.899998,579.8922,1.5931104,-18.155916,18.442,37.8167,-106.3833
1958,375.39996,1.0313185,0,14.499999,1041.7192,2.861866,-16.9955,19.508665,37.8167,-106.3833
1959,608.6,1.671978,0,30.200003,683.31494,1.8772389,-21.662163,17.092001,37.8167,-106.3833
1960,496.5,1.360274,0,17.5,933.04663,2.556292,-20.780916,18.060753,37.8167,-106.3833
1961,622.5,1.7101648,0,17.500002,549.3964,1.5093309,-19.112164,16.798248,37.8167,-106.3833
1962,473.09998,1.2997252,0,13.000002,959.1817,2.6351147,-21.449667,16.756584,37.8167,-106.3833
1963,473.6,1.301099,0,13,1176.4359,3.2319667,-27.064249,17.729498,37.8167,-106.3833
1964,516.80005,1.4158906,0,16.1,342.8673,0.93936247,-23.899668,16.646166,37.8167,-106.3833
1965,630.5,1.7321428,0,27.300001,512.88806,1.4090332,-18.618416,15.971168,37.8167,-106.3833
1966,481.40002,1.3225275,0,19,921.36304,2.531217,-18.212168,17.244083,37.8167,-106.3833
1967,539.3,1.4815934,0,16.9,923.7317,2.5377245,-21.770502,17.564917,37.8167,-106.3833
1968,551.6,1.5112329,0,19.500002,620.8195,1.7008754,-19.549667,17.596167,37.8167,-106.3833
1969,631.8,1.7357142,0,22.300001,679.6546,1.867183,-18.528833,17.081585,37.8167,-106.3833
1970,506.9,1.3925824,0,15.9,484.70685,1.3316122,-21.043415,17.710752,37.8167,-106.3833
1971,511.3,1.4046702,0,24.300001,556.3151,1.5283383,-28.282999,17.677416,37.8167,-106.3833
1972,546.2,1.4964384,0,25.400002,765.13214,2.0962524,-20.460085,17.519083,37.8167,-106.3833
1973,536.30005,1.4733518,0,16.1,491.5962,1.350539,-19.516333,18.442,37.8167,-106.3833
1974,497.2,1.3659341,0,14.599999,756.15875,2.0773592,-19.966333,18.498247,37.8167,-106.3833
1975,533.80005,1.4664836,0,22,306.4088,0.84178245,-21.410086,15.794082,37.8167,-106.3833
1976,481.7,1.3197261,0,18.499998,807.41956,2.2121084,-21.285082,17.529501,37.8167,-106.3833
1977,457.5,1.2568681,0,13.900001,982.84216,2.700116,-18.462166,16.562834,37.8167,-106.3833
1978,415.80002,1.1423078,0,19.400002,1283.8235,3.5269876,-15.655918,17.95867,37.8167,-106.3833
1979,520.5,1.4299451,0,23.799997,713.6234,1.9605039,-24.816332,19.600336,37.8167,-106.3833
1980,459.5,1.2589041,0,18.899998,984.5758,2.697468,-17.497583,17.810751,37.8167,-106.3833
1981,513.5,1.4107143,0,14.099999,1524.7545,4.188886,-11.485085,18.762833,37.8167,-106.3833
1982,652.1,1.7914834,0,13.4,849.7109,2.3343706,-18.760084,17.404501,37.8167,-106.3833
1983,508.4,1.3967032,0,13.399998,871.7567,2.394936,-19.04133,16.462833,37.8167,-106.3833
1984,598.19995,1.638904,0,19.199999,478.49683,1.3109502,-17.953836,15.852416,37.8167,-106.3833
1985,580.19995,1.5939559,0,25.900002,832.62756,2.2874384,-23.457998,17.652418,37.8167,-106.3833
1986,625.9,1.7195055,0,26.999996,890.3004,2.4458802,-19.195501,16.092,37.8167,-106.3833
1987,564.6,1.5510988,0,25.299997,868.7526,2.386683,-18.218418,18.129501,37.8167,-106.3833
1988,505.4,1.3846575,0,18.100002,965.8385,2.646133,-19.868418,16.696165,37.8167,-106.3833
1989,472.7,1.2986264,0,23.100002,1061.5276,2.9162846,-21.157999,20.354502,37.8167,-106.3833
1990,557.9,1.5326924,0,18.7,1175.0193,3.228075,-16.485083,19.073252,37.8167,-106.3833
1991,458.59998,1.2598901,0,16,926.82764,2.5462298,-25.128836,17.669085,37.8167,-106.3833
1941,694.7,1.9085165,0,28.699999,409.7284,1.1256274,-17.799168,19.984165,39.95,-106.52
1942,581.2,1.5967033,0,17.999998,487.73444,1.3399298,-23.144997,19.902916,39.95,-106.52
1943,542.6,1.4906592,0,13.600003,777.37,2.1356318,-22.72625,19.088335,39.95,-106.52
1944,531,1.4547945,0,24.6,619.0271,1.6959647,-18.107498,19.288336,39.95,-106.52
1945,767.8,2.1035616,0,17.899996,380.96674,1.0437444,-20.692915,18.207083,39.95,-106.52
1946,596.1,1.6376373,0,17.7,680.322,1.8690165,-18.955416,21.121666,39.95,-106.52
1947,844.1,2.318956,0,18.4,413.15112,1.1350305,-21.397081,18.552917,39.95,-106.52
1948,716.6,1.9632876,0,18.099998,1034.9292,2.8354225,-21.015833,18.70083,39.95,-106.52
1949,667,1.8324176,0,15.699999,1218.3512,3.3471186,-18.949167,19.371666,39.95,-106.52
1950,714.2001,1.9620881,0,22.699999,1289.7848,3.5433648,-21.440498,19.29075,39.95,-106.52
1951,735.89996,2.0217032,0,15,950.9226,2.6124249,-25.098837,20.782417,39.95,-106.52
1952,687.3,1.8830136,0,22,1310.6924,3.590938,-21.557165,20.234503,39.95,-106.52
1953,613.9,1.6865386,0,16.1,1353.481,3.7183542,-18.546751,21.022001,39.95,-106.52
1954,602.5,1.6552198,0,18.100002,1651.9955,4.5384493,-19.255083,22.519915,39.95,-106.52
1955,665.69995,1.828846,0,18.199999,1003.76416,2.7575939,-21.365501,20.478252,39.95,-106.52
1956,621.4,1.7024658,0,20,1440.0862,3.9454415,-19.507166,19.79075,39.95,-106.52
1957,843.30005,2.3167584,0,18.999998,1126.4559,3.094659,-19.23425,20.163668,39.95,-106.52
1958,588.2,1.6159341,0,18.6,1571.8662,4.3183136,-16.613419,21.211582,39.95,-106.52
1959,735.4,2.0203297,0,26.899996,1044.458,2.8693902,-18.875917,20.830332,39.95,-106.52
1960,624.9,1.7120548,0,21.599998,1275.0299,3.4932327,-19.509249,21.497,39.95,-106.52
1961,752.1,2.0662088,0,27.699999,938.0871,2.5771623,-18.79467,20.77825,39.95,-106.52
1962,585,1.6071428,0,18.700003,1400.41,3.8472803,-24.750917,21.336586,39.95,-106.52
1963,623,1.7115384,0,15.699999,1572.9371,4.3212557,-29.992584,21.632416,39.95,-106.52
1964,647.3999,1.7736983,0,13.6,842.4071,2.3079646,-21.93425,20.81367,39.95,-106.52
1965,795.6,2.1857142,0,22.300003,1120.5684,3.0784845,-19.221752,19.740751,39.95,-106.52
1966,518.8,1.4252747,0,29.9,1468.9307,4.035524,-17.882166,21.21992,39.95,-106.52
1967,707.9,1.9447802,0,17.8,1201.4558,3.3007028,-20.792582,20.315748,39.95,-106.52
1968,727.9,1.9942466,0,19.900002,1033.107,2.8304303,-17.852999,19.663666,39.95,-106.52
1969,698.5,1.918956,0,23.5,1181.3455,3.2454545,-16.611336,21.538666,39.95,-106.52
1970,729,2.0027473,0,25.199997,937.4871,2.575514,-19.813417,21.267834,39.95,-106.52
1971,623.6,1.7131867,0,15.500001,1036.8622,2.8485224,-25.134247,22.065748,39.95,-106.52
1972,696.8,1.909041,0,15.500001,1203.7821,3.2980332,-23.907167,21.132418,39.95,-106.52
1973,748.4,2.056044,0,22.299997,1018.29114,2.7975032,-19.859253,21.490751,39.95,-106.52
1974,713,1.9587913,0,30.4,1245.8975,3.4227953,-19.730082,20.276167,39.95,-106.52
1975,689.1,1.8931319,0,16.199999,915.2413,2.514399,-21.944666,19.530334,39.95,-106.52
1976,667.19995,1.8279451,0,17.600002,1334.4507,3.6560292,-22.375917,20.12825,39.95,-106.52
1977,590.5,1.6222527,0,20.5,1307.4016,3.5917628,-23.06133,20.8845,39.95,-106.52
1978,691,1.8983517,0,15.800002,1743.5935,4.790092,-18.417583,21.876165,39.95,-106.52
1979,659.4,1.8115386,0,22.000002,1242.562,3.413632,-26.861336,22.463663,39.95,-106.52
1980,654,1.7917808,0,17.199999,1501.228,4.1129537,-17.77175,20.772,39.95,-106.52
1981,630.4,1.7318681,0,22.2,1761.21,4.838489,-18.79467,21.396997,39.95,-106.52
1982,783.2,2.1516483,0,23.199999,1181.5433,3.2459981,-20.105083,20.6095,39.95,-106.52
1983,802,2.2032967,0,20.699999,1281.3081,3.5200772,-17.769669,19.757418,39.95,-106.52
1984,929.2,2.5457535,0,30.500008,983.30695,2.6939917,-18.986334,19.90325,39.95,-106.52
1985,749.6,2.0593405,0,31.5,1262.4082,3.4681544,-22.203001,22.130335,39.95,-106.52
1986,792,2.1758242,0,28.2,1447.9913,3.9779983,-18.382166,20.0595,39.95,-106.52
1987,595.80005,1.6368133,0,20.3,1559.9998,4.2857137,-18.784252,20.649084,39.95,-106.52
1988,625.30005,1.7131509,0,20.599998,1486.9926,4.073952,-20.407166,21.294912,39.95,-106.52
1989,635.80005,1.7467034,0,22.6,1463.5432,4.0207233,-21.484251,22.532415,39.95,-106.52
1990,641.5,1.7623626,0,17.799997,1595.6976,4.383785,-17.361334,22.71575,39.95,-106.52
1991,649.80005,1.785165,0,17.699999,1197.3765,3.2894957,-24.898834,21.23658,39.95,-106.52
1941,678.7001,1.8645606,0,40.6,1732.1532,4.7586627,-12.915252,20.50975,36.5333,-106.0167
1942,450.3,1.2370878,0,18.7,1989.1282,5.4646378,-19.886084,22.418083,36.5333,-106.0167
1943,438.4,1.2043955,0,21.499998,2514.9595,6.9092293,-12.334003,21.932665,36.5333,-106.0167
1944,519.8,1.4241096,0,18.6,1948.6941,5.3388877,-15.631919,21.903502,36.5333,-106.0167
1945,394.6,1.0810959,0,15.000002,2139.9421,5.862855,-14.636085,21.945168,36.5333,-106.0167
1946,466.10004,1.2804946,0,27.000002,2184.455,6.0012503,-14.469419,21.39725,36.5333,-106.0167
1947,396.6,1.0895605,0,22.6,1957.2594,5.377086,-15.877749,22.357668,36.5333,-106.0167
1948,348.1,0.95369864,0,14.999999,2323.0566,6.3645387,-18.511087,22.465998,36.5333,-106.0167
1949,531.7,1.4607143,0,18.7,2309.6367,6.3451557,-20.546501,21.48475,36.5333,-106.0167
1950,375.19998,1.0307692,0,23.800003,2864.3767,7.869167,-19.26325,23.276337,36.5333,-106.0167
1951,396,1.0879121,0,18.000002,2720.7,7.4744506,-21.542418,25.382586,36.5333,-106.0167
1952,511.8,1.4021918,0,17.7,2324.441,6.3683314,-18.956999,24.018,36.5333,-106.0167
1953,401.5,1.103022,0,18.500002,2523.8457,6.933642,-17.667416,24.20758,36.5333,-106.0167
1954,337.8,0.92802197,0,19.000002,3137.1543,8.618556,-18.519503,24.33467,36.5333,-106.0167
1955,377.9,1.0381868,0,24.200003,2440.5667,6.7048535,-17.37992,23.913836,36.5333,-106.0167
1956,278.7,0.76356167,0,16.599998,3028.924,8.298422,-15.059081,23.53675,36.5333,-106.0167
1957,611,1.6785715,0,25.6,2509.4312,6.8940415,-14.984084,26.076334,36.5333,-106.0167
1958,457.09998,1.2557691,0,18.7,2680.2915,7.363438,-15.6445,24.028418,36.5333,-106.0167
1959,543.6,1.4934065,0,27.299997,2757.7874,7.576339,-15.707,22.215914,36.5333,-106.0167
1960,527.2,1.4443836,0,19.199999,2409.3804,6.6010423,-19.427832,23.715918,36.5333,-106.0167
1961,573,1.5741758,0,21.9,2327.7373,6.3948827,-13.127831,22.218002,36.5333,-106.0167
1962,430.7,1.1832418,0,15.8,2397.404,6.586275,-21.873665,23.836752,36.5333,-106.0167
1963,375.3,1.0310439,0,20.499998,2764.4458,7.594631,-24.567415,23.668001,36.5333,-106.0167
1964,401.7,1.100548,0,12.700001,2137.6865,5.8566756,-18.027834,23.563835,36.5333,-106.0167
1965,622.2,1.7093407,0,21.400002,2255.8643,6.197429,-16.975748,21.574247,36.5333,-106.0167
1966,422.4,1.1604395,0,16.600002,2495.3145,6.8552594,-16.756998,23.049248,36.5333,-106.0167
1967,492.8,1.3538461,0,23.899998,2737.0728,7.5194306,-18.007,22.497168,36.5333,-106.0167
1968,465.4,1.2750685,0,17.099998,2277.6472,6.2401295,-16.509085,23.095083,36.5333,-106.0167
1969,596.1,1.6376373,0,24.999998,2384.008,6.549473,-14.132003,23.045082,36.5333,-106.0167
1970,428.7,1.1777472,0,14.500001,2447.8335,6.7248173,-19.742418,23.609667,36.5333,-106.0167
1971,452.7,1.2436813,0,20,2456.6812,6.749124,-27.898666,25.9555,36.5333,-106.0167
1972,465.2,1.2745206,0,16.7,2471.7866,6.772018,-18.886168,23.390917,36.5333,-106.0167
1973,500.1,1.3739011,0,16.099998,2057.306,5.6519394,-15.319501,24.613832,36.5333,-106.0167
1974,481.1,1.3217033,0,21.400003,2486.7083,6.831616,-17.196583,24.115915,36.5333,-106.0167
1975,424.19998,1.1653845,0,17.500002,2041.8916,5.6095924,-18.7945,22.070084,36.5333,-106.0167
1976,403.2,1.1046575,0,13.099999,2551.866,6.9914136,-17.088251,22.088835,36.5333,-106.0167
1977,467.6,1.2846154,0,22.999998,2426.1167,6.665156,-19.702831,22.830503,36.5333,-106.0167
1978,525.4,1.4434067,0,23.2,2916.3372,8.011915,-14.619499,23.730501,36.5333,-106.0167
1979,580.80005,1.5956045,0,28.3,2286.9333,6.282784,-21.465332,23.913834,36.5333,-106.0167
1980,468.3,1.2830137,0,22.399998,2735.5845,7.494752,-12.865334,24.240915,36.5333,-106.0167
1981,464.6,1.2763736,0,16.300001,3147.0623,8.645776,-9.623667,23.778418,36.5333,-106.0167
1982,560.19995,1.5390109,0,18.999998,2515.2666,6.9100733,-17.032,21.420084,36.5333,-106.0167
1983,474.2,1.3027472,0,18.2,2501.3206,6.87176,-15.277833,22.5805,36.5333,-106.0167
1984,544,1.4904109,0,25.100002,2158.9927,5.9150486,-17.577833,21.092999,36.5333,-106.0167
1985,648.10004,1.7804946,0,30.7,2343.354,6.4377856,-21.319502,22.17842,36.5333,-106.0167
1986,768,2.1098902,0,33.500008,2556.4062,7.023094,-15.598668,21.607582,36.5333,-106.0167
1987,474.5,1.3035715,0,13.1,2502.731,6.8756347,-15.536167,21.87217,36.5333,-106.0167
1988,553.69995,1.5169861,0,58.100002,2475.268,6.781556,-17.957003,22.107584,36.5333,-106.0167
1989,520.4,1.4296705,0,24.300001,2789.398,7.6631813,-16.57575,24.197166,36.5333,-106.0167
1990,515,1.4148352,0,15.799999,2778.1458,7.6322684,-15.179915,24.649248,36.5333,-106.0167
1991,515.8,1.417033,0,25.6,2411.775,6.6257553,-24.238249,22.507584,36.5333,-106.0167
1941,718.8,1.9747252,0,23.099998,1392.6451,3.8259482,-14.543499,21.069,37.58,-108.58
1942,509.5,1.3997253,0,20.699999,1593.9329,4.3789363,-19.460167,22.614832,37.58,-108.58
1943,545.7,1.4991759,0,32.399998,1960.2847,5.3853974,-20.416418,21.558584,37.58,-108.58
1944,504.80005,1.3830138,0,17.2,1662.1995,4.5539713,-15.447667,22.073166,37.58,-108.58
1945,552.4,1.5134248,0,20,1640.9287,4.495695,-14.839335,20.941916,37.58,-108.58
1946,455.9,1.2524725,0,25.599998,1924.1285,5.2860675,-16.185167,22.9065,37.58,-108.58
1947,695.60004,1.9109892,0,26.100002,1574.6204,4.32588,-17.045584,22.37525,37.58,-108.58
1948,502.2,1.3758905,0,24.5,2119.083,5.805707,-16.701834,22.362753,37.58,-108.58
1949,686.4,1.8857144,0,20.5,2155.5225,5.921765,-18.653915,22.671082,37.58,-108.58
1950,441,1.2115384,0,24.300001,2517.799,6.9170303,-19.9255,22.401583,37.58,-108.58
1951,524,1.4395604,0,25.599998,2276.166,6.2532034,-22.11925,23.587,37.58,-108.58
1952,603.49994,1.6534245,0,40.3,2132.209,5.8416686,-19.513002,22.391167,37.58,-108.58
