year,precipitation_sum,precipitation_avg,precipitation_min,precipitation_max,temperature_sum,temperature_avg,temperature_min,temperature_max,lat,lon
1952,1114.2,3.0526025,0,41.1,-572.3209,-1.5680026,-24.591667,13.78125,38.04158756,-107.022412
1953,799.3,2.195879,0,39.5,-670.9542,-1.8432808,-21.793749,13.364583,38.04158756,-107.022412
1954,827.5,2.2733517,0,26.7,-135.23956,-0.37153727,-20.358332,14.868751,38.04158756,-107.022412
1955,726.5,1.9958792,0,20.8,-788.7042,-2.1667697,-24.493752,14.181249,38.04158756,-107.022412
1956,679.4,1.86137,0,24.000002,-423.47717,-1.1602114,-19.891666,13.383334,38.04158756,-107.022412
1957,1238.3999,3.4021976,0,39.500004,-712.5251,-1.9574865,-19.535416,12.787501,38.04158756,-107.022412
1958,734.3,2.0173078,0,17.800001,-300.49377,-0.8255324,-19.433332,14.529166,38.04158756,-107.022412
1959,963.2,2.646154,0,33.2,-673.8062,-1.851116,-25.512499,12.7,38.04158756,-107.022412
1960,921.6,2.5249314,0,21.199999,-528.20215,-1.4471291,-22.7875,13.316667,38.04158756,-107.022412
1961,1017.9,2.7964287,0,39.3,-669.2999,-1.838736,-19.68125,12.402084,38.04158756,-107.022412
1962,908.69995,2.4964285,0,28.000002,-439.54785,-1.2075491,-24.908333,12.952084,38.04158756,-107.022412
1963,823.19995,2.2615383,0,18,-251.40417,-0.6906708,-30.427086,14.512502,38.04158756,-107.022412
1964,1053.8,2.8871233,0,31,-905.5062,-2.480839,-25.077082,13.214584,38.04158756,-107.022412
1965,1091.7,2.9991758,0,32.7,-731.8168,-2.0104856,-21.877083,11.7,38.04158756,-107.022412
1966,985.7,2.707967,0,35.799995,-430.4062,-1.1824346,-20.672918,13.643749,38.04158756,-107.022412
1967,869.4,2.3884616,0,29.800003,-560.1125,-1.5387706,-24.881248,12.895833,38.04158756,-107.022412
1968,1087.1,2.9783561,0,31.600002,-704.05206,-1.9289098,-22.214584,12.802082,38.04158756,-107.022412
1969,1142.1,3.1376374,0,21.800001,-643.3999,-1.7675822,-23.116669,14.754167,38.04158756,-107.022412
1970,968.2999,2.6601646,0,34.699993,-842.7208,-2.3151672,-23.620834,13.9333315,38.04158756,-107.022412
1971,946.5999,2.6005492,0,31.2,-839.25824,-2.3056545,-30.518747,14.708333,38.04158756,-107.022412
1972,854.3,2.3405478,0,32,-545.3709,-1.4941669,-21.733332,14.8395815,38.04158756,-107.022412
1973,951.80005,2.6148353,0,25,-690.61444,-1.8972924,-21.347916,14.08125,38.04158756,-107.022412
1974,841.7,2.3123627,0,17.4,-564.102,-1.5497308,-21.2375,13.952084,38.04158756,-107.022412
1975,914.2001,2.5115387,0,31.599997,-917.5916,-2.5208561,-25.010414,12.104165,38.04158756,-107.022412
1976,856.7,2.3471234,0,30.2,-546.5916,-1.4975113,-24.18125,12.570832,38.04158756,-107.022412
1977,845.1,2.3217032,0,22.400002,-563.352,-1.5476702,-23.966667,13.168751,38.04158756,-107.022412
1978,867.1,2.3821428,0,57.399998,-294.2854,-0.8084764,-21.691666,14.45,38.04158756,-107.022412
1979,856.4,2.3527472,0,33.999996,-607.8291,-1.6698601,-26.116667,14.968751,38.04158756,-107.022412
1980,889.80005,2.4378083,0,23.5,-356.4312,-0.9765239,-20.9125,13.435418,38.04158756,-107.022412
1981,990.1,2.7200549,0,20.699999,-147.5625,-0.40539148,-18.59167,14.162499,38.04158756,-107.022412
1982,1134.7,3.1173077,0,24.100002,-633.94574,-1.7416092,-21.614584,13.006251,38.04158756,-107.022412
1983,937.80005,2.5763738,0,31.799995,-476.74377,-1.3097357,-22.125,12.895833,38.04158756,-107.022412
1984,1181.6001,3.2372606,0,29.100002,-741.31464,-2.030999,-22.14167,11.810417,38.04158756,-107.022412
1985,1138.3999,3.1274722,0,33.5,-507.21246,-1.3934408,-26.012505,14.047916,38.04158756,-107.022412
1986,1182.1,3.2475274,0,52.499996,-475.94775,-1.3075488,-20.883333,12.395833,38.04158756,-107.022412
1987,924.2,2.539011,0,33.2,-265.41675,-0.72916687,-17.793749,14.468749,38.04158756,-107.022412
1988,881.1,2.4139726,0,19.999998,-440.49585,-1.2068379,-20.754168,13.172916,38.04158756,-107.022412
1989,828.3,2.2755494,0,32.6,-252.82507,-0.69457436,-24.397917,16.277084,38.04158756,-107.022412
1990,1008,2.7692308,0,29.800001,-356.39368,-0.9791035,-21.591665,14.108333,38.04158756,-107.022412
1991,1002.89996,2.7552197,0,22.6,-579.24585,-1.5913347,-27.929167,12.922916,38.04158756,-107.022412
1941,941.5,2.5865386,0,26.500004,247.77167,0.6806914,-20.810501,16.947832,39.96168506,-105.5144923
1942,952.69995,2.6173077,0,44.2,257.53632,0.7075173,-22.781336,16.75825,39.96168506,-105.5144923
1943,685.4,1.8829671,0,20.7,751.9634,2.0658336,-21.175085,16.88325,39.96168506,-105.5144923
1944,735.80005,2.0158906,0,40.6,539.16125,1.4771541,-19.912582,18.452002,39.96168506,-105.5144923
1945,1041.4,2.8531508,0,43.899998,243.02783,0.66582966,-19.758417,16.022833,39.96168506,-105.5144923
1946,824.10004,2.2640111,0,22.199999,559.6551,1.537514,-18.060501,18.318666,39.96168506,-105.5144923
1947,1049.7999,2.8840656,0,30.900002,262.90717,0.72227246,-20.71675,16.881165,39.96168506,-105.5144923
1948,702.9,1.9257535,0,32.899998,823.978,2.257474,-23.516752,17.918665,39.96168506,-105.5144923
1949,777.7,2.1365385,0,23.4,1032.5635,2.8367128,-19.870914,17.389502,39.96168506,-105.5144923
1950,675.4,1.8554946,0,25.400003,912.0737,2.505697,-22.073,16.135332,39.96168506,-105.5144923
1951,844.8,2.320879,0,23.899996,449.6197,1.2352189,-26.564669,18.518667,39.96168506,-105.5144923
1952,683.1,1.8715068,0,30.1,795.4696,2.1793687,-21.21675,18.49367,39.96168506,-105.5144923
1953,659.3,1.8112637,0,21.500002,1010.86334,2.777097,-21.358416,18.560331,39.96168506,-105.5144923
1954,684.2,1.8796704,0,35.8,1462.5778,4.0180707,-18.8605,21.449915,39.96168506,-105.5144923
1955,732.7,2.012912,0,23.2,641.8529,1.7633321,-20.908417,19.035334,39.96168506,-105.5144923
1956,674,1.8465754,0,28.599998,1006.11743,2.7564862,-22.395914,17.829082,39.96168506,-105.5144923
1957,969,2.662088,0,57.599995,603.9405,1.6591772,-17.091753,18.635332,39.96168506,-105.5144923
1958,731.5,2.0096154,0,27.1,1019.7738,2.8015764,-15.58133,17.499916,39.96168506,-105.5144923
1959,905.39996,2.4873626,0,34.699997,603.89264,1.6590457,-22.618834,16.812418,39.96168506,-105.5144923
1960,798.9,2.1887672,0,45.299995,764.1154,2.093467,-23.427164,18.274918,39.96168506,-105.5144923
1961,1016.7,2.7931318,0,46.5,487.79883,1.3401067,-19.270918,16.479084,39.96168506,-105.5144923
1962,653.5,1.7953297,0,29.199999,938.1427,2.577315,-27.420916,17.714499,39.96168506,-105.5144923
1963,841.9,2.3129122,0,41.9,1240.5862,3.4082038,-33.033417,18.887417,39.96168506,-105.5144923
1964,615.5,1.6863014,0,21.800001,627.3861,1.7188661,-21.92925,18.762415,39.96168506,-105.5144923
1965,1012.30005,2.781044,0,29.099998,732.4385,2.0121937,-21.762583,16.697834,39.96168506,-105.5144923
1966,719.9,1.9777473,0,23,964.8551,2.6507008,-18.877169,18.44575,39.96168506,-105.5144923
1967,1018.7,2.7986264,0,31.2,805.8822,2.213962,-18.637583,17.002,39.96168506,-105.5144923
1968,767.5,2.1027398,0,22.900002,604.3175,1.6556644,-18.927166,17.056166,39.96168506,-105.5144923
1969,959.2,2.635165,0,51.7,672.3092,1.8470033,-18.191748,18.633251,39.96168506,-105.5144923
1970,840.4,2.3087912,0,60.39999,524.30707,1.440404,-21.720917,18.162416,39.96168506,-105.5144923
1971,791.3,2.173901,0,36.199997,603.8406,1.6589026,-27.056334,18.429085,39.96168506,-105.5144923
1972,897.3,2.4583561,0,20.5,809.37585,2.217468,-25.133415,18.01658,39.96168506,-105.5144923
1973,855.49994,2.3502746,0,54.199997,429.86963,1.1809605,-24.291748,19.424917,39.96168506,-105.5144923
1974,842.2,2.3137362,0,58.3,793.88,2.180989,-23.6605,17.29575,39.96168506,-105.5144923
1975,727.7,1.9991759,0,62.700005,520.2594,1.4292841,-20.42925,17.472832,39.96168506,-105.5144923
1976,861.5,2.360274,0,23.099997,856.8528,2.3475418,-20.4355,18.518667,39.96168506,-105.5144923
1977,842.60004,2.3148353,0,21.800001,1060.6299,2.9138184,-23.63967,17.974916,39.96168506,-105.5144923
1978,837.69995,2.3013735,0,38.7,1115.7426,3.0652268,-16.048,18.170748,39.96168506,-105.5144923
1979,930,2.554945,0,38.3,512.4905,1.4079409,-26.560503,18.560331,39.96168506,-105.5144923
1980,818.7,2.2430136,0,51.299995,937.4049,2.5682325,-16.112581,18.727,39.96168506,-105.5144923
1981,875.6,2.4054945,0,31.2,1452.1091,3.9893107,-15.977169,17.787416,39.96168506,-105.5144923
1982,889.80005,2.4445057,0,44.300003,818.84045,2.2495618,-22.11675,18.418665,39.96168506,-105.5144923
1983,953.7,2.620055,0,46.699997,802.3905,2.2043695,-19.69175,16.879082,39.96168506,-105.5144923
1984,1076.3,2.9487672,0,43.6,414.807,1.1364576,-22.94383,17.045748,39.96168506,-105.5144923
1985,820.3,2.2535715,0,25.8,693.60095,1.9054971,-24.783415,17.810331,39.96168506,-105.5144923
1986,948.3,2.6052198,0,64.299995,1035.6863,2.845292,-20.393831,17.01658,39.96168506,-105.5144923
1987,967.9,2.659066,0,27.900002,991.02167,2.722587,-19.34175,17.337416,39.96168506,-105.5144923
1988,808.8,2.2158904,0,43.9,971.7904,2.6624396,-18.495916,17.818666,39.96168506,-105.5144923
1989,856.69995,2.3535712,0,24.7,856.8944,2.3541055,-25.910501,18.904085,39.96168506,-105.5144923
1990,997.69995,2.740934,0,34.7,1037.2529,2.849596,-18.020916,20.227003,39.96168506,-105.5144923
1991,976.8,2.6835165,0,46.79999,884.80914,2.4307942,-27.518831,17.316582,39.96168506,-105.5144923
1941,593.8,1.6313187,0,25.6,2689.1719,7.387835,-13.836834,27.40483,38.7640451,-109.3413628
1942,351.99997,0.9670329,0,20.899998,2789.9238,7.664626,-20.766003,27.800667,38.7640451,-109.3413628
1943,421.20004,1.157143,0,31.5,3417.005,9.387376,-12.461834,27.65483,38.7640451,-109.3413628
1944,347.1,0.9509589,0,19.5,3012.312,8.25291,-14.003499,26.86525,38.7640451,-109.3413628
1945,404.89996,1.1093149,0,21,2968.164,8.131956,-13.230582,25.992334,38.7640451,-109.3413628
1946,337.2,0.92637366,0,25.1,3231.6758,8.87823,-14.890999,27.808998,38.7640451,-109.3413628
1947,539.9,1.4832418,0,16.199999,2734.3447,7.511936,-17.461836,27.767332,38.7640451,-109.3413628
1948,382.6,1.0482192,0,34.3,3440.1663,9.425113,-18.832666,26.58608,38.7640451,-109.3413628
1949,518.3,1.4239011,0,26,3404.5635,9.353196,-18.086832,27.675669,38.7640451,-109.3413628
1950,269.5,0.74038464,0,13.4000025,3621.9329,9.950365,-19.668583,26.968916,38.7640451,-109.3413628
1951,353,0.9697802,0,18.099998,3369.3418,9.2564335,-24.266502,27.91683,38.7640451,-109.3413628
1952,381.7,1.0457535,0,21.900002,3182.2983,8.718626,-15.3394165,27.814745,38.7640451,-109.3413628
1953,416.6,1.1445055,0,28.2,3504.5645,9.627924,-14.931081,28.887665,38.7640451,-109.3413628
1954,402.09998,1.1046703,0,24.5,4057.5398,11.147087,-9.095667,29.379332,38.7640451,-109.3413628
1955,344.8,0.9472527,0,17.199999,3110.9126,8.546463,-17.07275,27.623085,38.7640451,-109.3413628
1956,248.40001,0.68054795,0,20.2,3980.1987,10.9046545,-13.5164995,27.229332,38.7640451,-109.3413628
1957,624,1.7142857,0,20.800001,3385.6626,9.3012705,-12.064416,28.345999,38.7640451,-109.3413628
1958,297.5,0.8173077,0,12.100002,4069.2441,11.179242,-6.4581666,29.70225,38.7640451,-109.3413628
1959,389.7,1.0706044,0,20.300001,3871.2397,10.635274,-10.4415,28.400164,38.7640451,-109.3413628
1960,371.8,1.0186301,0,15.900001,3601.0752,9.865959,-17.301916,29.104332,38.7640451,-109.3413628
1961,541.4,1.4873627,0,37,3542.0356,9.730867,-9.8665,28.900162,38.7640451,-109.3413628
1962,318.4,0.8747253,0,22.800003,3761.6833,10.334295,-15.283165,28.38975,38.7640451,-109.3413628
1963,353.9,0.9722527,0,23.599998,3822.9126,10.502507,-27.885254,28.62308,38.7640451,-109.3413628
1964,338.69998,0.92794514,0,20.699995,3341.0378,9.153528,-10.351917,28.627243,38.7640451,-109.3413628
1965,506,1.3901099,0,15.699999,3325.4895,9.135961,-14.110248,26.49183,38.7640451,-109.3413628
1966,350.59998,0.96318674,0,25.400003,3714.815,10.205536,-15.112332,28.093918,38.7640451,-109.3413628
1967,353.7,0.97170335,0,24.400002,3698.7065,10.161282,-17.93525,26.858503,38.7640451,-109.3413628
1968,452.7,1.240274,0,31.500008,3205.4148,8.781959,-16.92275,27.948076,38.7640451,-109.3413628
1969,522.6,1.4357142,0,30.9,3353.3335,9.212455,-14.341498,28.145998,38.7640451,-109.3413628
1970,341.09998,0.93708783,0,25.1,3616.548,9.935572,-9.3810835,29.258497,38.7640451,-109.3413628
1971,357.40002,0.9818682,0,18.1,3461.35,9.509204,-24.608168,30.164751,38.7640451,-109.3413628
1972,427,1.169863,0,24,3764.0337,10.312421,-17.118582,29.454329,38.7640451,-109.3413628
1973,479.60004,1.3175825,0,24.900003,3082.1814,8.467531,-15.631082,28.993914,38.7640451,-109.3413628
1974,365.40002,1.0038462,0,19.399996,3498.0312,9.609976,-17.349834,29.26683,38.7640451,-109.3413628
1975,388.5,1.0673077,0,17.3,3136.819,8.617635,-16.837332,27.63975,38.7640451,-109.3413628
1976,393.90002,1.0791781,0,24.5,3419.165,9.367576,-18.624834,28.825165,38.7640451,-109.3413628
1977,292.7,0.8041209,0,24.300003,3898.648,10.710571,-12.472748,27.531418,38.7640451,-109.3413628
1978,432.7,1.1887363,0,22.1,4022.75,11.051511,-11.93525,28.864748,38.7640451,-109.3413628
1979,438,1.2032967,0,22.6,3337.6252,9.1693,-22.568586,28.95225,38.7640451,-109.3413628
1980,530.4,1.4531507,0,25.000002,3716.6628,10.182638,-12.795667,28.423082,38.7640451,-109.3413628
1981,478.4,1.3142858,0,23.699999,4200.2354,11.539108,-6.437334,28.52725,38.7640451,-109.3413628
1982,458.39996,1.2593405,0,28.4,3502.0415,9.620994,-17.012333,27.560583,38.7640451,-109.3413628
1983,550.80005,1.5131869,0,25.1,3608.0708,9.912282,-8.824835,26.487665,38.7640451,-109.3413628
1984,599.5,1.6424657,0,28.199999,3320.0066,9.095908,-16.262333,26.791834,38.7640451,-109.3413628
1985,541.5,1.4876374,0,23.7,3686.7566,10.128452,-14.483165,28.281416,38.7640451,-109.3413628
1986,528.4,1.4516485,0,18.000002,3739.1753,10.27246,-12.028999,27.083498,38.7640451,-109.3413628
1987,577.5,1.5865384,0,35,3805.6606,10.4551115,-11.095666,26.123085,38.7640451,-109.3413628
1988,395.5,1.0835617,0,25.199999,3652.317,10.006348,-13.264416,28.875166,38.7640451,-109.3413628
1989,269.90002,0.74148357,0,20.6,3935.7688,10.8125515,-22.706085,29.8585,38.7640451,-109.3413628
1990,404.6,1.1115385,0,31,4049.7522,11.125693,-13.814415,29.608498,38.7640451,-109.3413628
1991,357.10004,0.98104405,0,24.599998,3558.0398,9.774835,-20.833166,28.3835,38.7640451,-109.3413628
1941,567.7,1.5596154,0,59.500008,-223.1806,-0.61313355,-21.060667,17.226835,38.59373525,-107.0225836
1942,433.5,1.1909341,0,13,23.40686,0.06430456,-25.821083,17.945583,38.59373525,-107.0225836
1943,465.69998,1.2793956,0,12.999999,229.02155,0.6291801,-24.123167,16.697668,38.59373525,-107.0225836
1944,434.8,1.1912328,0,17,19.223389,0.052666817,-19.891916,17.051832,38.59373525,-107.0225836
1945,524.8,1.4378082,0,12.800001,-133.3371,-0.36530712,-23.406502,16.328915,38.59373525,-107.0225836
1946,447.4,1.2291209,0,21.599998,104.26111,0.2864316,-20.789835,19.237251,38.59373525,-107.0225836
1947,596.80005,1.6395606,0,13.500001,-32.32013,-0.088791564,-21.948166,16.689333,38.59373525,-107.0225836
1948,515.5,1.4123287,0,12.999999,491.038,1.3453096,-21.0565,17.258085,38.59373525,-107.0225836
1949,523.5,1.4381868,0,12.799999,711.00073,1.9532987,-20.139833,16.835167,38.59373525,-107.0225836
1950,434.2,1.1928571,0,21.9,739.20703,2.0307887,-23.858332,16.502085,38.59373525,-107.0225836
1951,522,1.4340659,0,21.8,465.47107,1.2787666,-25.456251,18.977083,38.59373525,-107.0225836
1952,553.80005,1.5172604,0,23.199999,651.1272,1.7839102,-25.25,18.189585,38.59373525,-107.0225836
1953,469.90002,1.2909341,0,17.999998,553.0584,1.5193912,-20.189583,19.179169,38.59373525,-107.0225836
1954,483.09998,1.3271978,0,19.899998,1011.87915,2.7798877,-22.089582,20.097918,38.59373525,-107.0225836
1955,450.39996,1.2373625,0,13.999998,398.9563,1.0960338,-21.910416,18.050001,38.59373525,-107.0225836
1956,428.59998,1.1742465,0,13.8,756.6562,2.0730307,-20.78333,17.641668,38.59373525,-107.0225836
1957,715.4,1.9653847,0,19.699999,302.68756,0.83155924,-20.414581,18.152086,38.59373525,-107.0225836
1958,409.3,1.1244506,0,13.4,945.4376,2.597356,-17.922918,20.166666,38.59373525,-107.0225836
1959,589.9,1.6206045,0,17.7,475.32495,1.3058378,-21.231247,17.097916,38.59373525,-107.0225836
1960,481.3,1.3186301,0,14.4,663.65,1.8182193,-23.695831,19.2,38.59373525,-107.0225836
1961,589.80005,1.6203299,0,26.800001,336.39783,0.92416984,-20.554167,17.920835,38.59373525,-107.0225836
1962,442.30002,1.21511,0,13.800001,731.75836,2.0103252,-24.104166,17.985416,38.59373525,-107.0225836
1963,465.3,1.2782967,0,13.199999,893.4501,2.454533,-31.718744,18.770834,38.59373525,-107.0225836
1964,559.9,1.5339726,0,13.500001,170.20837,0.4663243,-24.829168,17.9375,38.59373525,-107.0225836
1965,721.80005,1.9829671,0,24.599998,395.7354,1.0871851,-19.62708,16.658333,38.59373525,-107.0225836
1966,378.2,1.039011,0,25.500004,821.94995,2.2581043,-18.8375,18.841665,38.59373525,-107.0225836
1967,516.3,1.4184066,0,15.2,572.10016,1.5717038,-23.24792,17.722918,38.59373525,-107.0225836
1968,541.1,1.4824657,0,16.100002,348.41882,0.95457214,-19.439585,17.529167,38.59373525,-107.0225836
1969,586.1,1.6101648,0,15.900001,423.05847,1.1622485,-20.960417,18.512499,38.59373525,-107.0225836
1970,557.60004,1.5318682,0,25.000004,262.35217,0.7207477,-22.014582,18.864584,38.59373525,-107.0225836
1971,473.2,1.3000001,0,13.6,356.375,0.9790522,-29.656252,20.129168,38.59373525,-107.0225836
1972,456.60004,1.250959,0,12.099999,633.5832,1.7358444,-22.287504,18.666668,38.59373525,-107.0225836
1973,515.39996,1.415934,0,21,406.59375,1.1170158,-19.154165,19.545834,38.59373525,-107.0225836
1974,505.30002,1.3881868,0,16.699999,553.65405,1.5210276,-20.456251,17.722918,38.59373525,-107.0225836
1975,538.5,1.4793956,0,13.599998,181.02502,0.4973215,-22.793749,17.34167,38.59373525,-107.0225836
1976,495.9,1.3586301,0,16.7,550.24585,1.5075228,-22.439583,18.181252,38.59373525,-107.0225836
1977,399.90002,1.0986265,0,12.600001,885.8147,2.4335568,-21.2875,18.829166,38.59373525,-107.0225836
1978,530.19995,1.4565933,0,20.5,1096.3417,3.0119276,-20.320833,19.106249,38.59373525,-107.0225836
1979,497.00003,1.3653847,0,26.500004,520.3645,1.4295728,-26.935415,20.510416,38.59373525,-107.0225836
1980,500.90002,1.3723289,0,13.000001,734.0043,2.0109706,-21.129166,19.141666,38.59373525,-107.0225836
1981,486.30002,1.3359891,0,15.1,982.25635,2.6985064,-17.327082,18.712502,38.59373525,-107.0225836
1982,610.9,1.6782968,0,20.799997,520.06866,1.42876,-21.61458,18.516665,38.59373525,-107.0225836
1983,556.7,1.5293956,0,19.400002,607.97705,1.6702666,-21.48958,17.239584,38.59373525,-107.0225836
1984,717.1,1.9646574,0,23.900002,318.8772,0.8736362,-19.254166,16.764585,38.59373525,-107.0225836
1985,582.69995,1.600824,0,17.199997,620.7229,1.7052827,-23.910416,17.956251,38.59373525,-107.0225836
1986,605.19995,1.6626372,0,23.4,696.4353,1.9132838,-19.810417,17.510416,38.59373525,-107.0225836
1987,442.6,1.215934,0,14.8,844.11255,2.3189905,-19.320833,18.408333,38.59373525,-107.0225836
1988,469.8,1.2871232,0,21.3,780.26025,2.1376994,-22.783335,17.966667,38.59373525,-107.0225836
1989,494.80002,1.3593407,0,14.500001,927.14795,2.5471098,-20.622915,20.191664,38.59373525,-107.0225836
1990,521.69995,1.4332416,0,34.1,859.34985,2.3608513,-19.537497,19.422915,38.59373525,-107.0225836
1991,463.80005,1.274176,0,13.900001,516.5084,1.4189792,-27.629164,18.283335,38.59373525,-107.0225836
1941,609.5,1.6744505,0,41.300003,409.82794,1.125901,-20.8535,19.929834,39.84247383,-107.0179432
1942,527,1.4478022,0,18.700003,578.7635,1.5900096,-21.747248,19.67775,39.84247383,-107.0179432
1943,494.3,1.357967,0,19.600002,735.70306,2.0211623,-21.103502,18.80275,39.84247383,-107.0179432
1944,494.30002,1.3542466,0,32.7,596.92444,1.6354095,-17.745167,18.729834,39.84247383,-107.0179432
1945,588.4,1.6120548,0,21.199999,472.73065,1.2951524,-19.993086,18.598583,39.84247383,-107.0179432
1946,510.7,1.403022,0,23.199999,729.0802,2.0029676,-18.170164,20.844416,39.84247383,-107.0179432
1947,707,1.9423077,0,17.500002,538.255,1.4787226,-19.474337,18.72983,39.84247383,-107.0179432
1948,581.6,1.5934246,0,19.100002,1135.1871,3.1101017,-18.193083,19.127748,39.84247383,-107.0179432
1949,574.69995,1.578846,0,16.699999,1284.8676,3.529856,-18.107668,19.523584,39.84247383,-107.0179432
1950,598.4,1.6439561,0,24.500002,1443.2932,3.9650912,-21.449919,20.40633,39.84247383,-107.0179432
1951,676.1,1.8574175,0,28.000002,1123.7782,3.0873027,-23.466583,22.089666,39.84247383,-107.0179432
1952,672.69995,1.8430135,0,34.899998,1456.0698,3.9892323,-23.256166,21.63133,39.84247383,-107.0179432
1953,552.6,1.5181319,0,16.9,1485.5615,4.081213,-17.589502,22.031332,39.84247383,-107.0179432
1954,512,1.4065934,0,18.1,1811.7593,4.9773607,-19.795752,23.422998,39.84247383,-107.0179432
1955,567,1.5576923,0,20.499998,1181.8508,3.2468429,-19.145752,22.60633,39.84247383,-107.0179432
1956,575.8,1.5775342,0,21.2,1620.9011,4.440825,-18.810335,21.050081,39.84247383,-107.0179432
1957,827.7,2.2739012,0,36.499996,1215.9177,3.3404334,-19.193668,21.998001,39.84247383,-107.0179432
1958,514.7,1.414011,0,16.4,1775.9989,4.879118,-15.029083,22.141752,39.84247383,-107.0179432
1959,643.30005,1.7673079,0,29.199999,1255.0448,3.4479253,-19.129084,21.514662,39.84247383,-107.0179432
1960,555.7,1.5224658,0,24.399998,1529.4407,4.1902485,-18.316586,22.937582,39.84247383,-107.0179432
1961,712.4,1.957143,0,27,1190.9615,3.2718723,-17.337418,20.920916,39.84247383,-107.0179432
1962,563.8,1.5489011,0,20.9,1614.2219,4.4346757,-23.316587,21.548002,39.84247383,-107.0179432
1963,497.9,1.3678571,0,17.1,1730.7551,4.754822,-29.481165,22.160498,39.84247383,-107.0179432
1964,629.4,1.7243836,0,14.1,1004.84283,2.752994,-21.527002,22.441751,39.84247383,-107.0179432
1965,769.10004,2.1129122,0,23.5,1288.4072,3.5395803,-17.75825,19.78133,39.84247383,-107.0179432
1966,498.4,1.3692307,0,36.999996,1665.2593,4.574888,-16.602003,22.422998,39.84247383,-107.0179432
1967,584.9,1.6068681,0,40.099995,1431.5718,3.9328895,-19.806166,20.633415,39.84247383,-107.0179432
1968,668.4,1.8312329,0,18.2,1165.4011,3.1928797,-16.604086,20.670916,39.84247383,-107.0179432
1969,661.1,1.8162087,0,27.9,1367.724,3.7574835,-16.085337,22.4605,39.84247383,-107.0179432
1970,615.8,1.6917582,0,23.400002,1142.8511,3.1397007,-18.933252,22.062578,39.84247383,-107.0179432
1971,578.69995,1.589835,0,19.499998,1233.0469,3.3874915,-26.064505,22.943832,39.84247383,-107.0179432
1972,616.5,1.6890411,0,23.699999,1410.3323,3.863924,-20.602001,22.045916,39.84247383,-107.0179432
1973,583.4,1.6027473,0,18.800001,1223.499,3.3612611,-17.633251,23.102165,39.84247383,-107.0179432
1974,592,1.6263736,0,22.8,1407.5657,3.8669386,-17.531168,21.72925,39.84247383,-107.0179432
1975,602.2999,1.6546701,0,26.2,1016.0802,2.791429,-21.283249,21.012583,39.84247383,-107.0179432
1976,548.4,1.5024658,0,19.300003,1566.8447,4.292725,-20.258251,21.979248,39.84247383,-107.0179432
1977,471.6,1.2956045,0,19.000002,1521.5552,4.1800966,-26.28325,20.762583,39.84247383,-107.0179432
1978,717.4,1.9708792,0,22.2,1880.5928,5.166464,-16.914503,22.668833,39.84247383,-107.0179432
1979,637.4,1.751099,0,27.999998,1458.5592,4.007031,-24.88117,23.812582,39.84247383,-107.0179432
1980,664.8,1.8213699,0,23.999998,1690.8553,4.6324806,-16.5395,21.947998,39.84247383,-107.0179432
1981,540,1.4835165,0,21.899998,1970.1343,5.412457,-16.83325,21.802164,39.84247383,-107.0179432
1982,768.5,2.1112638,0,26.800001,1296.1885,3.5609574,-19.235332,21.206331,39.84247383,-107.0179432
1983,723.2,1.9868132,0,28.400002,1503.4178,4.1302686,-17.4645,21.587584,39.84247383,-107.0179432
1984,901.9,2.470959,0,39.4,1137.9324,3.1176229,-17.385336,20.883415,39.84247383,-107.0179432
1985,765.4,2.1027472,0,26.8,1430.874,3.9309726,-22.256166,23.204248,39.84247383,-107.0179432
1986,735.39996,2.0203295,0,26.5,1612.3885,4.429639,-16.572836,20.672998,39.84247383,-107.0179432
1987,460.3,1.2645605,0,17.5,1829.3696,5.0257406,-16.522833,22.01258,39.84247383,-107.0179432
1988,558.2,1.5293151,0,22.2,1664.3533,4.559872,-18.012415,21.375084,39.84247383,-107.0179432
1989,560.2001,1.5390112,0,25.2,1669.0593,4.5853276,-19.687418,24.597998,39.84247383,-107.0179432
1990,527.3,1.4486264,0,26.2,1840.7654,5.057048,-16.062418,24.491747,39.84247383,-107.0179432
1991,560.4,1.5395606,0,20.5,1452.6844,3.9908915,-24.749918,21.943832,39.84247383,-107.0179432
1941,878.30005,2.4129121,0,26.800001,876.13776,2.406972,-17.231249,21.668747,39.29795499,-107.9453078
1942,608.7,1.6722528,0,34.999996,994.1522,2.7311873,-22.533333,22.285418,39.29795499,-107.9453078
1943,660.2999,1.8140107,0,25.900002,1314.5293,3.6113443,-21.493752,21.010416,39.29795499,-107.9453078
1944,672.7,1.8430138,0,24.499998,1052.273,2.8829396,-17.981249,20.4375,39.29795499,-107.9453078
1945,778.2,2.1320548,0,17.199999,888.8022,2.4350746,-20.004166,20.504166,39.29795499,-107.9453078
1946,630,1.7307693,0,34.2,1210.3813,3.3252234,-18.5875,22.833334,39.29795499,-107.9453078
1947,892.8,2.452747,0,21.6,930.0521,2.5550883,-19.410418,20.804167,39.29795499,-107.9453078
1948,738.1,2.0221918,0,23.1,1514.2709,4.1486874,-19.427084,21.043749,39.29795499,-107.9453078
1949,849.5,2.3337913,0,23.500002,1698.8167,4.6670785,-19.193748,21.664583,39.29795499,-107.9453078
1950,611.9,1.681044,0,21.499998,1745.6787,4.7958207,-21.892332,21.461836,39.29795499,-107.9453078
